type,paperless_billing,payment_method,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,p_i_or_b,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,customer_duration,target
one year,no,credit card (automatic),46.4,812.4,male,0,yes,yes,internet,dsl,no,yes,yes,no,yes,no,nan,535.4423978211686,0
two year,yes,bank transfer (automatic),90.15,6716.45,female,1,yes,yes,both,dsl,yes,yes,yes,yes,yes,yes,yes,2176.660266749867,0
month-to-month,yes,mailed check,19.8,309.4,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,444.1933645695686,0
two year,no,mailed check,19.15,343.45,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,503.31787088607484,0
two year,no,mailed check,20.1,1079.45,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1630.714965954304,0
month-to-month,no,bank transfer (automatic),19.5,106.8,female,1,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,171.1190073783053,0
one year,yes,credit card (automatic),103.25,5037.55,female,0,yes,yes,both,fiber optic,yes,yes,no,no,yes,yes,yes,1446.2763516931961,1
month-to-month,no,bank transfer (automatic),33.6,2117.2,male,0,yes,yes,internet,dsl,yes,no,yes,no,no,no,nan,1843.8204825709993,0
month-to-month,no,credit card (automatic),53.4,188.7,male,0,no,no,both,dsl,no,no,no,no,yes,no,no,78.7275999126112,1
two year,yes,electronic check,84.95,5150.55,female,0,yes,no,both,dsl,yes,yes,no,yes,yes,yes,yes,1873.4064370734443,0
two year,no,credit card (automatic),19.55,1086.75,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,1540.7167177598017,0
month-to-month,no,electronic check,84.8,888.75,male,0,no,no,both,fiber optic,no,no,yes,no,no,yes,no,323.2865949808214,0
month-to-month,yes,electronic check,39.05,669.85,female,0,yes,no,internet,dsl,no,no,yes,no,yes,no,nan,534.9103442247056,1
two year,no,bank transfer (automatic),105.35,7240.65,female,0,yes,no,both,fiber optic,no,no,yes,yes,yes,yes,yes,2088.7953991106747,0
month-to-month,yes,bank transfer (automatic),48.45,48.45,female,0,no,no,both,dsl,yes,no,no,no,no,no,no,18.596843512887673,0
two year,yes,credit card (automatic),76.9,5522.7,male,0,no,yes,both,dsl,yes,yes,yes,yes,yes,no,no,2150.101149479668,0
one year,no,electronic check,70.3,676.15,female,0,yes,yes,both,dsl,yes,yes,no,no,yes,no,yes,293.5765825426229,0
month-to-month,yes,credit card (automatic),50.55,2832.75,female,0,no,no,both,dsl,yes,no,no,no,no,no,no,1663.945628604107,0
month-to-month,yes,electronic check,82.85,460.25,male,0,yes,no,both,fiber optic,no,no,no,no,yes,no,yes,169.36165228276712,1
month-to-month,no,credit card (automatic),19.95,19.95,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,18.426231874242262,0
month-to-month,yes,bank transfer (automatic),79.5,795.65,male,0,no,no,both,fiber optic,yes,no,yes,no,no,no,no,322.642285967176,0
month-to-month,no,mailed check,49.95,107.1,male,1,no,no,both,dsl,no,no,yes,no,no,no,no,47.22303306314674,0
month-to-month,no,electronic check,19.25,19.25,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,17.37507626928993,0
month-to-month,no,bank transfer (automatic),19.4,289.3,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,444.1920660378239,1
two year,yes,mailed check,92.45,6460.55,male,0,yes,no,both,fiber optic,no,yes,no,yes,yes,no,yes,2089.4111409079724,0
month-to-month,yes,electronic check,100.8,100.8,female,1,yes,no,both,fiber optic,no,no,yes,no,yes,yes,yes,17.013240496852283,1
month-to-month,yes,electronic check,56.25,56.25,female,0,no,no,both,dsl,no,no,no,no,no,yes,no,17.871671748529938,1
month-to-month,no,bank transfer (automatic),81.9,2078.55,female,0,yes,no,both,dsl,no,yes,yes,yes,yes,yes,no,778.5935963998979,0
two year,yes,bank transfer (automatic),77.15,1759.4,female,0,yes,yes,both,dsl,yes,no,yes,yes,yes,no,yes,689.6644662606848,0
one year,yes,electronic check,61.0,3283.05,male,0,no,yes,both,dsl,no,yes,yes,yes,no,no,no,1631.1717458973703,0
two year,yes,credit card (automatic),73.5,1905.7,female,0,yes,no,both,dsl,no,yes,yes,no,yes,yes,no,778.3584754065828,0
two year,yes,bank transfer (automatic),79.6,5515.8,female,0,yes,no,both,dsl,yes,yes,no,yes,yes,yes,no,2056.55325557373,0
two year,yes,credit card (automatic),83.55,6093.3,male,0,yes,yes,both,dsl,yes,no,yes,yes,yes,yes,yes,2177.554343750698,0
month-to-month,no,electronic check,68.25,2171.15,male,0,no,no,both,fiber optic,no,no,no,no,no,no,no,990.8954050787753,1
month-to-month,yes,electronic check,60.15,60.15,female,0,no,no,both,dsl,no,no,no,no,no,yes,yes,15.557084684076692,1
month-to-month,yes,mailed check,60.6,1156.35,female,0,no,no,both,dsl,yes,no,yes,no,no,no,yes,536.2399569621546,0
month-to-month,yes,credit card (automatic),85.95,2628.6,female,1,yes,no,both,fiber optic,no,no,no,no,yes,no,yes,961.1235313872003,1
month-to-month,no,mailed check,20.6,20.6,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,16.22993381082607,0
one year,yes,mailed check,19.7,nan,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,-13.576025347727724,0
one year,yes,bank transfer (automatic),81.6,2815.25,male,1,yes,no,both,fiber optic,no,no,yes,no,no,no,yes,1052.336089278265,0
one year,yes,credit card (automatic),40.4,422.6,female,0,no,no,internet,dsl,no,yes,yes,yes,no,no,nan,323.9334811046966,0
month-to-month,no,electronic check,100.55,4398.15,male,0,no,no,both,fiber optic,no,yes,no,yes,yes,yes,no,1324.9807937208905,1
month-to-month,no,electronic check,88.15,1390.6,female,0,yes,no,both,fiber optic,no,no,no,no,yes,yes,no,443.4706524585331,1
two year,yes,mailed check,100.2,5038.45,female,0,no,no,both,fiber optic,no,yes,no,yes,yes,yes,no,1509.6778427948475,0
month-to-month,yes,credit card (automatic),49.85,865.75,female,1,no,no,both,dsl,no,yes,no,no,no,no,no,535.5311716433105,0
month-to-month,yes,credit card (automatic),100.45,1622.45,male,1,yes,no,both,fiber optic,no,no,yes,no,yes,yes,yes,505.74447014365865,1
month-to-month,yes,electronic check,49.65,2553.35,female,0,yes,no,internet,dsl,no,yes,no,no,yes,yes,nan,1540.2986135194396,0
two year,no,credit card (automatic),54.2,3623.95,female,0,yes,yes,internet,dsl,yes,yes,yes,yes,yes,no,nan,2028.589009420236,0
one year,no,mailed check,18.8,294.95,male,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,no,442.63795432376037,0
month-to-month,yes,electronic check,89.9,2806.9,female,0,no,no,both,fiber optic,no,no,yes,no,no,yes,yes,929.0060010671892,1
two year,no,credit card (automatic),20.7,762.45,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1174.2358038765724,0
two year,yes,mailed check,19.4,1110.35,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,1600.2960968917005,0
two year,yes,credit card (automatic),25.7,1937.4,female,1,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,yes,2177.46854372906,0
month-to-month,yes,electronic check,20.2,55.7,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,109.54887418086369,0
month-to-month,yes,electronic check,69.55,69.55,male,0,no,no,both,fiber optic,no,no,no,no,no,no,no,17.98980485123776,1
month-to-month,yes,electronic check,106.4,2483.5,male,1,no,no,both,fiber optic,no,yes,yes,no,yes,yes,yes,684.7249799940627,1
two year,yes,bank transfer (automatic),98.8,3959.15,female,0,no,no,both,fiber optic,no,yes,no,yes,yes,yes,no,1233.8766772330505,0
one year,no,mailed check,20.0,817.95,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,1296.2352081812103,0
month-to-month,no,credit card (automatic),74.45,221.1,male,0,no,no,both,fiber optic,no,yes,no,no,no,no,no,79.57021512898112,0
month-to-month,yes,bank transfer (automatic),104.05,1133.65,female,1,yes,no,both,fiber optic,no,no,yes,yes,yes,yes,yes,319.37618888546194,1
month-to-month,yes,electronic check,40.05,162.45,male,0,no,no,internet,dsl,no,no,no,yes,no,yes,nan,109.84559155870647,0
month-to-month,no,electronic check,56.85,1861.1,female,0,yes,no,both,dsl,no,yes,no,yes,no,no,no,1053.9117728904973,0
two year,no,credit card (automatic),39.7,1932.75,female,0,no,no,internet,dsl,no,yes,yes,yes,no,no,nan,1509.5431445844674,0
two year,no,credit card (automatic),25.3,454.65,female,0,no,yes,phone,nan,nan,nan,nan,nan,nan,nan,yes,536.8798986543326,0
month-to-month,yes,electronic check,74.45,74.45,female,1,yes,no,both,fiber optic,no,no,no,no,no,no,yes,17.354114366436637,1
month-to-month,yes,electronic check,56.4,234.85,male,0,no,no,both,dsl,no,no,no,no,yes,no,no,108.81502642986186,0
month-to-month,no,mailed check,40.65,328.95,male,0,yes,no,internet,dsl,no,no,no,yes,yes,no,nan,261.59944885580734,1
month-to-month,no,bank transfer (automatic),64.45,1867.6,female,1,no,no,both,dsl,no,yes,yes,yes,no,no,yes,838.4052158455347,0
month-to-month,no,bank transfer (automatic),60.25,662.95,male,1,no,no,both,dsl,yes,yes,no,no,no,no,yes,322.4625792451962,0
month-to-month,yes,credit card (automatic),66.6,979.5,male,0,yes,no,both,dsl,no,no,no,yes,yes,no,yes,414.98616034159363,0
month-to-month,no,mailed check,53.45,1461.45,male,0,no,no,both,dsl,yes,no,no,yes,no,no,no,808.5022439174872,0
two year,yes,bank transfer (automatic),115.8,8424.9,male,0,yes,no,both,fiber optic,yes,yes,yes,yes,yes,yes,yes,2176.1849444485156,0
month-to-month,no,electronic check,54.25,583.0,female,0,no,no,both,dsl,no,no,yes,yes,no,no,no,291.35278734438634,0
two year,no,bank transfer (automatic),19.35,1153.25,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,1663.8498866489706,0
two year,no,mailed check,99.65,4630.2,female,0,yes,yes,both,fiber optic,yes,no,yes,yes,no,yes,yes,1386.2647304812388,0
one year,yes,bank transfer (automatic),109.55,3608.0,female,0,no,no,both,fiber optic,yes,no,yes,yes,yes,yes,yes,960.6347395568985,0
one year,no,mailed check,20.1,533.9,male,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,no,717.4411359931285,0
two year,no,bank transfer (automatic),20.2,1412.65,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,2087.1880552178327,0
two year,no,mailed check,19.35,1099.6,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1782.0199922907825,1
month-to-month,yes,bank transfer (automatic),89.6,6127.6,female,1,yes,no,both,fiber optic,no,yes,no,no,no,yes,yes,2056.1687414374032,1
month-to-month,yes,electronic check,74.4,299.7,male,0,no,no,both,dsl,no,no,yes,yes,yes,yes,no,107.5211126075133,1
month-to-month,no,electronic check,77.85,299.2,male,0,no,no,both,fiber optic,no,no,no,no,yes,no,no,110.7187812020482,1
month-to-month,yes,mailed check,19.4,19.4,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,18.809752641748002,0
month-to-month,yes,mailed check,81.85,3141.7,male,0,no,yes,both,fiber optic,no,yes,no,no,no,no,yes,1143.9678872498198,0
month-to-month,yes,electronic check,47.95,305.1,female,0,no,no,internet,dsl,no,no,yes,no,yes,yes,nan,170.18686212738595,1
month-to-month,no,bank transfer (automatic),81.0,4085.75,male,0,no,no,both,fiber optic,no,yes,no,no,no,no,yes,1540.11522510715,0
month-to-month,no,bank transfer (automatic),54.6,1125.2,male,0,yes,no,both,dsl,no,no,no,no,yes,no,no,628.4917083942481,0
month-to-month,no,electronic check,94.4,857.25,female,0,no,no,both,fiber optic,no,no,no,no,yes,yes,yes,262.20942607936104,1
month-to-month,yes,credit card (automatic),84.3,2438.6,male,0,no,no,both,fiber optic,yes,yes,yes,no,no,no,no,899.2912110120676,0
month-to-month,yes,electronic check,106.05,7554.05,male,0,yes,yes,both,fiber optic,yes,yes,no,no,yes,yes,yes,2118.583370087155,0
month-to-month,yes,electronic check,96.8,5283.95,male,0,no,no,both,fiber optic,no,no,no,no,yes,yes,yes,1662.1845297170148,1
month-to-month,yes,electronic check,94.45,5124.6,male,0,no,no,both,fiber optic,no,yes,no,yes,no,yes,yes,1691.422513452229,1
two year,yes,bank transfer (automatic),85.1,4657.95,female,0,yes,yes,both,dsl,yes,no,yes,yes,yes,yes,yes,1663.7519556071443,0
two year,no,mailed check,65.85,4097.05,male,0,yes,yes,both,dsl,yes,yes,yes,yes,no,no,no,1997.3276424247158,0
one year,yes,credit card (automatic),83.45,3887.85,female,0,no,no,both,dsl,yes,yes,yes,no,yes,yes,yes,1446.9182593303826,0
two year,yes,electronic check,88.95,3027.65,male,0,no,no,both,fiber optic,yes,no,no,yes,yes,no,no,992.1151534907056,0
month-to-month,no,electronic check,104.4,2157.95,male,0,yes,yes,both,fiber optic,no,yes,yes,no,yes,yes,yes,623.2365308421648,1
two year,no,bank transfer (automatic),20.2,1376.5,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,2088.076209149288,0
month-to-month,no,electronic check,19.25,112.3,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,201.27620135267154,1
month-to-month,yes,electronic check,106.35,4849.1,female,0,no,no,both,fiber optic,no,yes,yes,no,yes,yes,yes,1419.4926883072947,0
one year,no,electronic check,106.1,2847.4,male,0,yes,yes,both,fiber optic,yes,yes,no,no,yes,yes,yes,839.6375545484334,1
two year,yes,bank transfer (automatic),56.6,3789.2,male,0,yes,no,internet,dsl,yes,yes,yes,yes,yes,no,nan,1996.1782936720078,0
two year,no,credit card (automatic),100.2,7209.0,male,0,yes,yes,both,fiber optic,yes,yes,yes,yes,yes,no,no,2150.841960754896,0
month-to-month,yes,bank transfer (automatic),95.65,1640.0,male,0,no,no,both,fiber optic,no,no,yes,yes,no,yes,yes,503.1157251918108,0
month-to-month,yes,electronic check,54.45,1127.35,male,0,no,no,both,dsl,yes,no,no,no,no,no,yes,654.1418083697695,1
month-to-month,yes,credit card (automatic),56.55,118.25,female,1,no,no,both,dsl,no,yes,no,no,no,no,yes,48.01946165995102,0
two year,yes,bank transfer (automatic),94.35,5703.0,female,0,yes,no,both,fiber optic,no,yes,no,yes,no,yes,yes,1843.129404292965,0
month-to-month,no,electronic check,20.0,417.65,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,596.7744272358673,0
month-to-month,yes,electronic check,104.4,1081.45,male,0,no,no,both,fiber optic,yes,yes,yes,no,yes,yes,no,291.5271716280908,1
month-to-month,yes,electronic check,105.7,2979.5,male,0,no,no,both,fiber optic,no,yes,yes,no,yes,yes,yes,839.3757851802434,1
two year,yes,mailed check,44.55,343.45,male,0,no,yes,internet,dsl,yes,no,no,yes,no,yes,nan,232.76112348200488,0
month-to-month,yes,mailed check,94.55,2724.6,female,0,no,no,both,fiber optic,no,no,no,no,yes,yes,yes,809.6183518191441,1
two year,no,bank transfer (automatic),108.65,6937.95,male,0,yes,yes,both,fiber optic,yes,no,yes,yes,yes,yes,yes,1964.934244132546,1
month-to-month,no,bank transfer (automatic),96.05,4399.5,female,0,no,no,both,fiber optic,no,no,no,no,yes,yes,yes,1385.9784726706578,1
month-to-month,yes,electronic check,25.05,56.35,male,0,no,no,internet,dsl,no,no,no,no,no,no,nan,47.39944552311957,1
two year,yes,bank transfer (automatic),20.2,1192.3,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1784.7403674692039,0
one year,no,mailed check,61.2,2021.2,male,0,no,no,both,dsl,yes,yes,yes,no,no,no,no,1053.6515897054464,0
two year,no,mailed check,24.45,1088.25,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,yes,1356.8854994646936,0
month-to-month,no,bank transfer (automatic),61.8,750.1,male,0,yes,yes,both,dsl,no,yes,yes,yes,no,no,no,381.29475127454975,0
month-to-month,yes,bank transfer (automatic),25.15,468.35,male,0,no,no,internet,dsl,no,no,no,no,no,no,nan,565.950259493393,0
month-to-month,yes,electronic check,90.45,2117.25,male,1,yes,no,both,fiber optic,no,no,no,no,yes,yes,no,688.6167649568632,0
month-to-month,yes,electronic check,78.75,995.35,female,0,no,no,both,dsl,yes,no,yes,no,yes,yes,yes,382.58171784363924,0
month-to-month,no,electronic check,91.05,289.1,male,1,no,no,both,fiber optic,no,no,yes,no,yes,no,yes,77.55460045835314,1
month-to-month,no,credit card (automatic),90.2,1454.15,male,0,yes,no,both,fiber optic,yes,yes,yes,no,no,no,yes,505.49984902122,1
two year,no,mailed check,24.75,1234.6,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,yes,1540.572252254503,0
two year,no,bank transfer (automatic),20.05,902.0,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1386.8704208103336,0
one year,yes,electronic check,56.15,2898.95,female,0,yes,yes,internet,dsl,no,no,yes,yes,yes,yes,nan,1540.2427385705596,0
month-to-month,yes,electronic check,49.4,611.65,female,0,no,no,both,dsl,no,yes,no,no,no,no,no,350.53252387515465,0
month-to-month,yes,mailed check,19.4,168.65,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,202.18580679176364,0
one year,no,mailed check,26.4,314.95,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,yes,352.4833387792121,0
month-to-month,yes,electronic check,95.15,1789.25,female,0,no,no,both,fiber optic,yes,yes,no,no,no,yes,yes,566.7467096094223,1
month-to-month,no,mailed check,19.65,19.65,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,16.99183865374212,1
two year,yes,credit card (automatic),82.0,5999.85,female,0,yes,yes,both,dsl,yes,no,yes,yes,yes,yes,no,2148.768243564019,0
month-to-month,yes,electronic check,75.75,75.75,male,1,no,no,both,fiber optic,no,no,no,no,no,no,yes,16.752955440626934,1
month-to-month,yes,electronic check,100.95,329.95,male,0,no,no,both,fiber optic,no,no,yes,no,yes,yes,yes,78.14689594326357,1
month-to-month,yes,mailed check,49.7,1218.25,male,0,no,no,both,dsl,no,yes,no,no,no,no,no,715.205394869918,0
month-to-month,yes,bank transfer (automatic),66.8,3970.4,female,0,yes,yes,both,dsl,no,yes,no,no,yes,no,yes,1753.6739032348823,0
month-to-month,no,mailed check,62.05,62.05,male,0,no,no,both,dsl,no,no,yes,yes,no,no,yes,18.497259285152175,1
month-to-month,yes,electronic check,84.05,186.05,female,1,no,no,both,fiber optic,no,no,no,no,no,yes,yes,48.84326273661876,0
month-to-month,yes,mailed check,81.9,1028.9,female,0,no,no,both,fiber optic,no,no,no,no,yes,no,no,381.5021137416491,0
month-to-month,yes,electronic check,99.55,3734.25,female,1,no,no,both,fiber optic,no,no,no,yes,yes,yes,yes,1142.8058178498138,1
two year,no,credit card (automatic),77.55,5574.35,female,0,yes,yes,both,dsl,yes,no,yes,no,yes,yes,no,2149.818833705033,0
month-to-month,yes,credit card (automatic),44.85,435.4,male,0,no,no,both,dsl,no,no,no,no,no,no,no,293.83590754678704,1
one year,yes,electronic check,54.0,2440.25,male,0,no,no,internet,dsl,yes,no,yes,no,yes,yes,nan,1325.3231222615177,0
month-to-month,yes,electronic check,92.0,266.8,male,0,no,no,both,fiber optic,no,no,no,no,yes,yes,no,79.02846960955446,0
month-to-month,no,bank transfer (automatic),40.2,1448.8,male,0,yes,yes,internet,dsl,yes,yes,yes,no,no,no,nan,1111.4204247018015,1
month-to-month,yes,electronic check,89.95,1178.4,male,0,no,no,both,fiber optic,no,no,no,yes,yes,no,yes,413.1934111877174,1
month-to-month,no,electronic check,55.75,446.8,female,0,yes,yes,both,dsl,no,yes,no,no,no,no,yes,231.46092466577625,0
two year,no,electronic check,83.2,6126.1,male,0,yes,no,both,dsl,yes,no,yes,yes,yes,yes,yes,2150.478484320765,0
month-to-month,yes,electronic check,73.55,1359.45,female,1,no,no,both,fiber optic,no,yes,no,no,no,no,no,534.8660978548749,0
two year,yes,bank transfer (automatic),75.4,5480.25,male,0,yes,yes,both,dsl,no,yes,yes,no,yes,yes,no,2178.2097640582024,0
month-to-month,no,mailed check,71.1,71.1,female,0,no,no,both,fiber optic,no,no,no,no,no,no,no,17.881109388389078,0
month-to-month,yes,electronic check,40.35,1677.85,female,0,no,no,internet,dsl,no,yes,no,no,no,yes,nan,1234.1541545684063,0
month-to-month,no,credit card (automatic),80.45,1137.05,female,0,yes,yes,both,dsl,no,yes,no,yes,yes,yes,yes,413.51290201896063,0
month-to-month,no,bank transfer (automatic),84.15,2585.95,female,0,yes,no,both,fiber optic,no,yes,no,no,no,yes,no,960.8144452817095,1
one year,yes,bank transfer (automatic),88.4,5798.3,male,0,yes,no,both,fiber optic,no,yes,no,no,yes,no,yes,2028.0828995355735,0
month-to-month,yes,bank transfer (automatic),114.5,4527.45,female,0,no,no,both,fiber optic,yes,yes,yes,yes,yes,yes,yes,1234.2531482010004,1
one year,yes,credit card (automatic),89.65,3348.1,female,0,no,no,both,dsl,yes,no,yes,yes,yes,yes,yes,1081.129641824899,0
month-to-month,no,bank transfer (automatic),77.95,305.55,female,0,no,no,both,fiber optic,no,yes,no,no,no,no,yes,108.67386370047232,1
month-to-month,no,electronic check,25.05,25.05,male,1,yes,no,internet,dsl,no,no,no,no,no,no,nan,15.173527148975458,1
one year,yes,bank transfer (automatic),64.65,3665.55,male,0,no,no,both,dsl,yes,yes,no,yes,no,no,yes,1692.8856185230557,0
month-to-month,yes,credit card (automatic),89.35,631.85,male,0,no,no,both,fiber optic,no,no,yes,no,yes,no,yes,200.80542023192083,1
